GRAPH;TIME(s);LOWER BOUND;UPPER BOUND;GAP;TERMINATION CONDITION;CAPACITY;LENGTH;PROBABILITY;MINCAPACITY
data_Graph50_1_79;65.29911684989929;3.0;3.0;0.0;optimal;92;100;50;1
data_Graph40_1_17;72.5305871963501;3.0;3.0;0.0;optimal;91;100;40;1
data_Graph40_0_17;47.49145245552063;3.0;3.0;0.0;optimal;92;100;40;0
data_Graph90_2_17;331.0143463611603;None;None;0;infeasible;94;100;90;2
data_Graph50_1_79;62.93037462234497;3.0;3.0;0.0;optimal;92;100;50;1
data_Graph40_0_7;70.69300246238708;3.0;3.0;0.0;optimal;91;100;40;0
data_Graph50_0_79;70.27422189712524;3.0;3.0;0.0;optimal;93;100;50;0
data_Graph60_0_7;72.74211502075195;3.0;3.0;0.0;optimal;94;100;60;0
data_Graph80_0_41;190.39775562286377;3.0;3.0;0.0;optimal;95;100;80;0
data_Graph60_1_7;178.92566084861755;3.0;3.0;0.0;optimal;93;100;60;1
data_Graph60_2_79;3752.8121025562286;None;None;0;infeasible;92;100;60;2
data_Graph70_2_43;2106.8116319179535;None;None;0;infeasible;93;100;70;2
data_Graph50_0_43;58.49752116203308;3.0;3.0;0.0;optimal;93;100;50;0
data_Graph50_1_41;57.53188347816467;3.0;3.0;0.0;optimal;92;100;50;1
data_Graph60_2_41;106.83655595779419;3.0;3.0;0.0;optimal;92;100;60;2
data_Graph80_0_79;346.052357673645;3.0;3.0;0.0;optimal;96;100;80;0
data_Graph70_0_17;347.06425380706787;3.0;3.0;0.0;optimal;94;100;70;0
data_Graph50_2_17;308.5451850891113;None;None;0;infeasible;90;100;50;2
data_Graph70_1_41;139.2407202720642;3.0;3.0;0.0;optimal;94;100;70;1
